code_id,code_id_clean,dagger_status,asterisk,valid,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated,sex,AgeL,AgeH,Atype,rare_use_flag,UnacceptDx,dagger_status_change,asterisk_change,valid_change,aust_code_change,ascii_desc_change,ascii_short_desc_change,sex_change,ageL_change,ageH_change,atype_change,rare_use_flag_change,UnacceptDx_change,Status
A04.7,A047,2,0,1,0,Enterocolitis due to Clostridioides [Clostridium] difficile,Enterocolitis due to C.difficile,1/7/1998,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,UPDATED
A04.8,A048,2,0,1,0,Other specified bacterial intestinal infection,Other spec bacterial intestinal infectn,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A04.9,A049,2,0,1,0,"Bacterial intestinal infection, unspecified",Bacterial intestinal infection unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A05.0,A050,2,0,1,0,Food-borne staphylococcal intoxication,Food-borne staphylococcal intoxication,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A05.1,A051,2,0,1,0,Botulism,Botulism,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A05.2,A052,2,0,1,0,Food-borne Clostridium perfringens [Clostridium welchii] intoxication,Food-borne intox dt C. perfringens,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A05.3,A053,2,0,1,0,Food-borne Vibrio parahaemolyticus intoxication,Food-borne intox dt Vib parahaemolyticus,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A05.4,A054,2,0,1,0,Food-borne Bacillus cereus intoxication,Food-borne Bacillus cereus intoxication,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A05.8,A058,2,0,1,0,Other specified bacterial food-borne intoxications,Other spec bacterial food-borne intox,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A05.9,A059,2,0,1,0,"Bacterial food-borne intoxication, unspecified",Bacterial food-borne intoxication unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.0,A060,2,0,1,0,Acute amoebic dysentery,Acute amoebic dysentery,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.1,A061,2,0,1,0,Chronic intestinal amoebiasis,Chronic intestinal amoebiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.2,A062,2,0,1,0,Amoebic nondysenteric colitis,Amoebic nondysenteric colitis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.3,A063,2,0,1,0,Amoeboma of intestine,Amoeboma of intestine,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.4,A064,2,0,1,0,Amoebic liver abscess,Amoebic liver abscess,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.5,A065,2,0,1,0,Amoebic lung abscess,Amoebic lung abscess,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.6,A066,2,0,1,0,Amoebic brain abscess,Amoebic brain abscess,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.7,A067,2,0,1,0,Cutaneous amoebiasis,Cutaneous amoebiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.8,A068,2,0,1,0,Amoebic infection of other sites,Amoebic infection of other sites,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A06.9,A069,2,0,1,0,"Amoebiasis, unspecified",Amoebiasis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A07.0,A070,2,0,1,0,Balantidiasis,Balantidiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A07.1,A071,2,0,1,0,Giardiasis [lambliasis],Giardiasis [lambliasis],1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A07.2,A072,2,0,1,0,Cryptosporidiosis,Cryptosporidiosis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A07.3,A073,2,0,1,0,Isosporiasis,Isosporiasis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A07.8,A078,2,0,1,0,Other specified protozoal intestinal diseases,Other spec protozoal intestinal diseases,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A07.9,A079,2,0,1,0,"Protozoal intestinal disease, unspecified",Protozoal intestinal disease unsp,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A08.0,A080,2,0,1,0,Rotaviral enteritis,Rotaviral enteritis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A08.1,A081,2,0,1,0,Acute gastroenteropathy due to Norovirus,Acute gastroenteropathy dt Norovirus,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A08.2,A082,2,0,1,0,Adenoviral enteritis,Adenoviral enteritis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A08.3,A083,2,0,1,0,Other viral enteritis,Other viral enteritis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A08.4,A084,2,0,1,0,"Viral intestinal infection, unspecified",Viral intestinal infection unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A08.5,A085,2,0,1,0,Other specified intestinal infections,Other specified intestinal infections,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A09.0,A090,2,0,1,0,Other gastroenteritis and colitis of infectious origin,Oth gastroenteritis & colitis infect,1/7/2008,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A09.9,A099,2,0,1,0,Gastroenteritis and colitis of unspecified origin,Gastroenteritis & colitis unsp origin,1/7/2008,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.0,A150,2,0,1,0,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture",TB lung conf sputm mico w or wo cult,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.1,A151,2,0,1,0,"Tuberculosis of lung, confirmed by culture only",TB lung confirmed by culture only,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.2,A152,2,0,1,0,"Tuberculosis of lung, confirmed histologically",TB lung confirmed histologically,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.3,A153,2,0,1,0,"Tuberculosis of lung, confirmed by unspecified means",TB lung confirmed by unspecified means,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.4,A154,2,0,1,0,"Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically",TB intrathoracic nodes conf bact & histo,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.5,A155,2,0,1,0,"Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically",TB larynx trach bronc conf bact & histo,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.6,A156,2,0,1,0,"Tuberculous pleurisy, confirmed bacteriologically and histologically",Tuberculous pleurisy conf bact & histo,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.7,A157,2,0,1,0,"Primary respiratory tuberculosis, confirmed bacteriologically and histologically",Primary respiratory TB conf bact & histo,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.8,A158,2,0,1,0,"Other respiratory tuberculosis, confirmed bacteriologically and histologically",Other respiratory TB conf bact & histo,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A15.9,A159,2,0,1,0,"Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically",Respiratory TB unsp conf bact & histo,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.0,A160,2,0,1,0,"Tuberculosis of lung, bacteriologically and histologically negative",TB lung negative bact & histo,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.1,A161,2,0,1,0,"Tuberculosis of lung, bacteriological and histological examination not done",TB lung no bact & histo exam done,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.2,A162,2,0,1,0,"Tuberculosis of lung, without mention of bacteriological or histological confirmation",TB lung wo bact & histo confirmation,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.3,A163,2,0,1,0,"Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation",TB intrathor nodes wo bact & histo conf,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.4,A164,2,0,1,0,"Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation",TB lrnx trach bronc wo bact & histo conf,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.5,A165,2,0,1,0,"Tuberculous pleurisy, without mention of bacteriological or histological confirmation",Tubrcul pleurisy wo bact & histo conf,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.7,A167,2,0,1,0,Primary respiratory tuberculosis without mention of bacteriological or histological confirmation,Primary resp TB wo bact & histo conf,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.8,A168,2,0,1,0,"Other respiratory tuberculosis, without mention of bacteriological or histological confirmation",Oth respiratory TB wo bact & histo conf,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A16.9,A169,2,0,1,0,"Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation",Respiratory TB unsp wo bact & histo conf,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A17.0,A170,2,0,1,0,Tuberculous meningitis,Tuberculous meningitis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A17.1,A171,2,0,1,0,Meningeal tuberculoma,Meningeal tuberculoma,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A17.9,A179,2,0,1,0,"Tuberculosis of nervous system, unspecified",TB of nervous system unsp,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.1,A181,2,0,1,0,Tuberculosis of genitourinary system,Tuberculosis of genitourinary system,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.2,A182,2,0,1,0,Tuberculous peripheral lymphadenopathy,Tuberculous peripheral lymphadenopathy,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.3,A183,2,0,1,0,"Tuberculosis of intestines, peritoneum and mesenteric glands",TB intestine peritoneum mesenteric gland,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.4,A184,2,0,1,0,Tuberculosis of skin and subcutaneous tissue,TB skin and subcutaneous tissue,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.5,A185,2,0,1,0,Tuberculosis of eye,Tuberculosis of eye,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.6,A186,2,0,1,0,Tuberculosis of ear,Tuberculosis of ear,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.7,A187,2,0,1,0,Tuberculosis of adrenal glands,Tuberculosis of adrenal glands,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A18.8,A188,2,0,1,0,Tuberculosis of other specified organs,Tuberculosis of other specified organs,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A19.0,A190,2,0,1,0,Acute miliary tuberculosis of a single specified site,Acute miliary TB single specified site,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A19.1,A191,2,0,1,0,Acute miliary tuberculosis of multiple sites,Acute miliary TB multiple sites,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A19.2,A192,2,0,1,0,"Acute miliary tuberculosis, unspecified",Acute miliary tuberculosis unspecified,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A19.8,A198,2,0,1,0,Other miliary tuberculosis,Other miliary tuberculosis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A19.9,A199,2,0,1,0,"Miliary tuberculosis, unspecified",Miliary tuberculosis unspecified,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A20.0,A200,2,0,1,0,Bubonic plague,Bubonic plague,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A20.1,A201,2,0,1,0,Cellulocutaneous plague,Cellulocutaneous plague,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A20.2,A202,2,0,1,0,Pneumonic plague,Pneumonic plague,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A20.3,A203,2,0,1,0,Plague meningitis,Plague meningitis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A20.7,A207,2,0,1,0,Sepsis due to plague,Sepsis due to plague,1/7/1998,,,,,,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,UPDATED
A20.8,A208,2,0,1,0,Other forms of plague,Other forms of plague,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A20.9,A209,2,0,1,0,"Plague, unspecified",Plague unspecified,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A21.0,A210,2,0,1,0,Ulceroglandular tularaemia,Ulceroglandular tularaemia,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A21.1,A211,2,0,1,0,Oculoglandular tularaemia,Oculoglandular tularaemia,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A21.2,A212,2,0,1,0,Pulmonary tularaemia,Pulmonary tularaemia,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A21.3,A213,2,0,1,0,Gastrointestinal tularaemia,Gastrointestinal tularaemia,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A21.7,A217,2,0,1,0,Sepsis due to tularaemia,Sepsis due to tularaemia,1/7/1998,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,UPDATED
A21.8,A218,2,0,1,0,Other forms of tularaemia,Other forms of tularaemia,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A21.9,A219,2,0,1,0,"Tularaemia, unspecified",Tularaemia unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A22.0,A220,2,0,1,0,Cutaneous anthrax,Cutaneous anthrax,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A22.1,A221,2,0,1,0,Pulmonary anthrax,Pulmonary anthrax,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A22.2,A222,2,0,1,0,Gastrointestinal anthrax,Gastrointestinal anthrax,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A22.7,A227,2,0,1,0,Sepsis due to anthrax,Sepsis due to anthrax,1/7/1998,,,,,,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,UPDATED
A22.8,A228,2,0,1,0,Other forms of anthrax,Other forms of anthrax,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A22.9,A229,2,0,1,0,"Anthrax, unspecified",Anthrax unspecified,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A23.0,A230,2,0,1,0,Brucellosis due to Brucella melitensis,Brucellosis due to Brucella melitensis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A23.1,A231,2,0,1,0,Brucellosis due to Brucella abortus,Brucellosis due to Brucella abortus,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A23.2,A232,2,0,1,0,Brucellosis due to Brucella suis,Brucellosis due to Brucella suis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A23.3,A233,2,0,1,0,Brucellosis due to Brucella canis,Brucellosis due to Brucella canis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A23.7,A237,2,0,1,1,Sepsis due to Brucella,Sepsis due to Brucella,1/7/2022,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW
A23.8,A238,2,0,1,0,Other brucellosis,Other brucellosis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A23.9,A239,2,0,1,0,"Brucellosis, unspecified",Brucellosis unspecified,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A24.0,A240,2,0,1,0,Glanders,Glanders,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A24.1,A241,2,0,1,0,Acute and fulminating melioidosis,Acute and fulminating melioidosis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A24.2,A242,2,0,1,0,Subacute and chronic melioidosis,Subacute and chronic melioidosis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A24.3,A243,2,0,1,0,Other melioidosis,Other melioidosis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A24.4,A244,2,0,1,0,"Melioidosis, unspecified",Melioidosis unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A24.7,A247,2,0,1,1,Sepsis due to glanders and melioidosis,Sepsis due to glanders and melioidosis,1/7/2022,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW
A25.0,A250,2,0,1,0,Spirillosis,Spirillosis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A25.1,A251,2,0,1,0,Streptobacillosis,Streptobacillosis,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A25.9,A259,2,0,1,0,"Rat-bite fever, unspecified",Rat-bite fever unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A26.0,A260,2,0,1,0,Cutaneous erysipeloid,Cutaneous erysipeloid,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A26.7,A267,2,0,1,0,Sepsis due to Erysipelothrix [erysipeloid] [rhusiopathiae],Sepsis due to Erysipelothrix,1/7/1998,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,UPDATED
A26.8,A268,2,0,1,0,Other forms of erysipeloid,Other forms of erysipeloid,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A26.9,A269,2,0,1,0,"Erysipeloid, unspecified",Erysipeloid unspecified,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A27.0,A270,2,0,1,0,Leptospirosis icterohaemorrhagica,Leptospirosis icterohaemorrhagica,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A27.8,A278,2,0,1,0,Other forms of leptospirosis,Other forms of leptospirosis,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A27.9,A279,2,0,1,0,"Leptospirosis, unspecified",Leptospirosis unspecified,1/7/1998,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A28.0,A280,0,0,0,0,Pasteurellosis,Pasteurellosis,1/7/1998,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,UPDATED
A28.00,A2800,2,0,1,1,"Pasteurellosis, not elsewhere classified",Pasteurellosis not elsewhere classified,1/7/2022,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW
A28.01,A2801,2,0,1,1,"Sepsis due to Pasteurella, not elsewhere classified",Sepsis due to Pasteurella NEC,1/7/2022,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW
A28.1,A281,2,0,1,0,Cat-scratch disease,Cat-scratch disease,1/7/1998,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,UPDATED
A28.2,A282,0,0,0,0,Extraintestinal yersiniosis,Extraintestinal yersiniosis,1/7/1998,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,UPDATED
A28.20,A2820,2,0,1,1,"Extraintestinal yersiniosis, not elsewhere classified",Extraintestinal yersiniosis NEC,1/7/2022,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW
A28.21,A2821,2,0,1,1,Sepsis due to extraintestinal yersiniosis,Sepsis dt extraintestinal yersiniosis,1/7/2022,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEW
